gpu_count,avg_train_time,avg_val_loss
1,5.907253352273256,0.0028168048011139
2,2.9940056439489124,0.0047485444229096
3,2.1809353020973505,0.0048257650341838
4,1.7231999128125608,0.0037016186979599
