gpu_count,avg_train_time,avg_val_loss
1,10.685174939222634,0.0028925032742942373
2,3.7820023307576776,0.004739915486425161
3,2.7257609739899635,0.004835877877970536
4,2.611169916111976,0.05068154881397883
